Datum/Zeit, PM2.5,,GRIMM-392 Temp.,,GRIMM-392 Humidity,,GRIMM-392 Pressure,,GRIMM-392 W.Speed,,GRIMM-392 W.Direct,,GRIMM-392 GpsNorth,,GRIMM-392 GpsEast,,
22.08.2015 21:00,14.99,,26.65,,86.49,,999.27,,0.37,,140.15,,14.65,,121.04,,
22.08.2015 22:00,11.89,,27.41,,86.12,,999.98,,0.84,,205.63,,14.65,,121.04,,
22.08.2015 23:00,12.86,,27.33,,86.40,,"1,000.12",,0.64,,207.28,,14.65,,121.04,,
23.08.2015 00:00,13.81,,27.58,,85.98,,"1,000.90",,0.71,,226.60,,14.65,,121.04,,
23.08.2015 01:00,11.58,,27.27,,84.74,,"1,000.69",,0.54,,217.11,,14.65,,121.04,,
23.08.2015 02:00,10.84,,26.93,,86.84,,999.87,,0.57,,146.83,,14.65,,121.04,,
23.08.2015 03:00,9.84,,26.39,,88.71,,999.54,,0.48,,142.82,,14.65,,121.04,,
23.08.2015 04:00,9.17,,26.53,,88.55,,999.59,,0.45,,148.22,,14.65,,121.04,,
23.08.2015 05:00,8.73,,26.55,,89.58,,999.64,,0.60,,158.95,,14.65,,121.04,,
23.08.2015 06:00,7.12,,26.82,,87.29,,"1,000.50",,0.57,,216.03,,14.65,,121.04,,
23.08.2015 07:00,7.50,,27.08,,85.06,,"1,001.31",,0.74,,155.77,,14.65,,121.04,,
23.08.2015 08:00,8.38,,27.87,,80.63,,"1,001.84",,0.75,,205.66,,14.65,,121.04,,
23.08.2015 09:00,8.92,,27.57,,82.80,,"1,002.43",,0.71,,211.95,,14.65,,121.04,,
23.08.2015 10:00,6.15,,28.64,,76.97,,"1,002.22",,1.04,,213.94,,14.65,,121.04,,
23.08.2015 11:00,6.51,,29.40,,74.65,,"1,002.07",,0.99,,205.16,,14.65,,121.04,,
23.08.2015 12:00,7.17,,28.87,,77.47,,"1,002.24",,0.89,,215.27,,14.65,,121.04,,
23.08.2015 13:00,7.52,,28.45,,76.39,,"1,001.50",,0.80,,211.09,,14.65,,121.04,,
23.08.2015 14:00,7.27,,28.75,,75.39,,"1,001.53",,1.06,,172.86,,14.65,,121.04,,
23.08.2015 15:00,6.96,,28.34,,76.26,,"1,001.39",,0.73,,202.53,,14.65,,121.04,,
23.08.2015 16:00,7.05,,27.76,,80.64,,"1,001.46",,0.84,,220.70,,14.65,,121.04,,
23.08.2015 17:00,7.52,,27.41,,82.83,,"1,001.28",,0.98,,197.08,,14.65,,121.04,,
23.08.2015 18:00,9.65,,26.84,,86.91,,"1,001.18",,0.62,,212.25,,14.65,,121.04,,
23.08.2015 19:00,11.06,,26.63,,88.39,,"1,001.88",,0.68,,205.66,,14.65,,121.04,,
23.08.2015 20:00,12.40,,26.29,,92.02,,"1,002.53",,0.49,,135.66,,14.65,,121.04,,
23.08.2015 21:00,14.70,,26.04,,91.29,,"1,003.01",,0.34,,203.35,,14.65,,121.04,,
23.08.2015 22:00,22.34,,25.77,,92.34,,"1,003.58",,0.21,,100.15,,14.65,,121.04,,
23.08.2015 23:00,10.92,,26.11,,90.06,,"1,004.22",,0.29,,132.42,,14.65,,121.04,,
24.08.2015 00:00,14.67,,26.28,,90.44,,"1,003.23",,0.38,,114.42,,14.65,,121.04,,
24.08.2015 01:00,9.36,,26.63,,88.44,,"1,002.65",,0.49,,145.83,,14.65,,121.04,,
24.08.2015 02:00,10.25,,26.24,,91.21,,"1,002.36",,0.75,,246.20,,14.65,,121.04,,
24.08.2015 03:00,5.53,,24.90,,97.30,,"1,002.20",,0.65,,231.23,,14.65,,121.04,,
24.08.2015 04:00,9.38,,24.65,,97.78,,"1,002.00",,0.30,,354.29,,14.65,,121.05,,
24.08.2015 05:00,10.26,,24.73,,97.61,,"1,002.47",,0.29,,223.15,,14.65,,121.05,,
24.08.2015 06:00,23.03,,25.07,,97.65,,"1,002.81",,0.34,,63.29,,14.65,,121.05,,
24.08.2015 07:00,30.54,,25.49,,96.21,,"1,003.50",,0.47,,144.82,,14.65,,121.05,,
24.08.2015 08:00,34.84,,26.15,,94.18,,"1,004.24",,0.42,,205.11,,14.65,,121.05,,
24.08.2015 09:00,28.36,,26.72,,91.26,,"1,004.47",,0.56,,160.98,,14.65,,121.05,,
24.08.2015 10:00,18.03,,25.66,,94.45,,"1,005.05",,0.64,,224.11,,14.65,,121.05,,
24.08.2015 11:00,21.52,,26.88,,93.66,,"1,004.85",,0.39,,134.32,,14.65,,121.05,,
24.08.2015 12:00,17.74,,27.51,,87.85,,"1,004.63",,0.75,,234.79,,14.65,,121.05,,
24.08.2015 13:00,11.59,,27.62,,84.55,,"1,004.26",,0.79,,213.86,,14.65,,121.05,,
24.08.2015 14:00,9.00,,28.28,,79.95,,"1,003.99",,0.61,,204.73,,14.65,,121.05,,
24.08.2015 15:00,13.71,,27.44,,87.95,,"1,003.68",,0.63,,252.09,,14.65,,121.05,,
24.08.2015 16:00,12.31,,28.24,,82.07,,"1,002.98",,0.77,,214.05,,14.65,,121.05,,
24.08.2015 17:00,14.13,,27.95,,82.10,,"1,003.18",,0.68,,233.36,,14.65,,121.05,,
24.08.2015 18:00,22.09,,27.00,,88.31,,"1,003.95",,0.53,,255.19,,14.65,,121.05,,
24.08.2015 19:00,32.80,,26.63,,91.90,,"1,004.13",,0.31,,68.06,,14.65,,121.05,,
24.08.2015 20:00,35.58,,26.51,,92.62,,"1,004.67",,0.20,,63.40,,14.65,,121.05,,
24.08.2015 21:00,23.70,,27.00,,88.48,,"1,005.34",,0.21,,80.73,,14.65,,121.05,,
24.08.2015 22:00,18.12,,26.18,,90.73,,"1,006.39",,0.43,,296.37,,14.65,,121.05,,
24.08.2015 23:00,13.56,,25.64,,94.70,,"1,006.72",,0.40,,203.30,,14.65,,121.05,,
Datum/Zeit, PM2.5,,GRIMM-392 Temp.,,GRIMM-392 Humidity,,GRIMM-392 Pressure,,GRIMM-392 W.Speed,,GRIMM-392 W.Direct,,GRIMM-392 GpsNorth,,GRIMM-392 GpsEast,,
25.08.2015 00:00,15.37,,25.71,,93.47,,"1,006.69",,0.32,,291.27,,14.65,,121.05,,
25.08.2015 01:00,13.20,,25.47,,94.86,,"1,006.27",,0.23,,65.79,,14.65,,121.05,,
25.08.2015 02:00,15.54,,25.33,,92.93,,"1,005.81",,0.26,,90.57,,14.65,,121.05,,
25.08.2015 03:00,15.83,,24.89,,94.83,,"1,004.80",,0.34,,67.79,,14.65,,121.05,,
25.08.2015 04:00,20.46,,24.99,,93.77,,"1,004.67",,0.36,,103.47,,14.65,,121.05,,
25.08.2015 05:00,17.91,,24.98,,93.43,,"1,004.40",,0.15,,84.11,,14.65,,121.05,,
25.08.2015 06:00,35.60,,24.93,,94.40,,"1,004.49",,0.21,,36.49,,14.65,,121.05,,
25.08.2015 07:00,36.94,,25.43,,94.10,,"1,004.92",,0.25,,136.80,,14.65,,121.05,,
25.08.2015 08:00,27.81,,27.32,,86.30,,"1,005.52",,0.28,,141.78,,14.65,,121.05,,
25.08.2015 09:00,16.67,,28.89,,78.35,,"1,006.17",,0.51,,196.41,,14.65,,121.05,,
25.08.2015 10:00,13.43,,28.61,,78.17,,"1,006.59",,0.70,,215.33,,14.65,,121.05,,
25.08.2015 11:00,14.08,,29.17,,72.29,,"1,006.34",,0.56,,211.26,,14.65,,121.05,,
25.08.2015 12:00,15.05,,30.91,,67.36,,"1,006.39",,0.76,,214.30,,14.65,,121.05,,
25.08.2015 13:00,11.64,,32.02,,62.36,,"1,005.63",,1.01,,197.58,,14.65,,121.05,,
25.08.2015 14:00,13.77,,32.33,,64.38,,"1,005.16",,1.01,,243.89,,14.65,,121.05,,
25.08.2015 15:00,14.74,,32.17,,64.70,,"1,004.72",,0.88,,256.51,,14.65,,121.05,,
25.08.2015 16:00,14.76,,32.03,,64.73,,"1,004.76",,0.95,,215.96,,14.65,,121.05,,
25.08.2015 17:00,14.51,,29.30,,76.71,,"1,005.49",,0.89,,275.43,,14.65,,121.05,,
25.08.2015 18:00,18.65,,26.13,,94.40,,"1,006.15",,0.54,,17.02,,14.65,,121.05,,
25.08.2015 19:00,39.79,,26.28,,94.03,,"1,006.58",,0.22,,172.28,,14.65,,121.05,,
25.08.2015 20:00,29.63,,26.11,,91.89,,"1,007.22",,0.26,,48.73,,14.65,,121.05,,
25.08.2015 21:00,44.56,,25.94,,92.97,,"1,007.70",,0.18,,58.27,,14.65,,121.05,,
25.08.2015 22:00,37.57,,25.91,,92.99,,"1,008.28",,0.15,,51.71,,14.65,,121.05,,
25.08.2015 23:00,46.11,,25.83,,93.37,,"1,008.32",,0.10,,57.86,,14.65,,121.05,,
26.08.2015 00:00,48.91,,25.68,,94.36,,"1,008.11",,0.17,,58.74,,14.65,,121.05,,
26.08.2015 01:00,47.18,,25.34,,94.78,,"1,007.84",,0.10,,63.33,,14.65,,121.05,,
26.08.2015 02:00,31.75,,24.98,,94.07,,"1,007.28",,0.21,,30.68,,14.65,,121.05,,
26.08.2015 03:00,32.46,,24.64,,95.18,,"1,006.65",,0.12,,36.61,,14.65,,121.05,,
26.08.2015 04:00,35.26,,24.53,,95.38,,"1,006.23",,0.13,,178.83,,14.65,,121.05,,
26.08.2015 05:00,31.45,,24.52,,95.16,,"1,006.37",,0.12,,40.11,,14.65,,121.05,,
26.08.2015 06:00,31.25,,24.68,,92.85,,"1,006.78",,0.04,,44.47,F,14.65,,121.05,,
26.08.2015 07:00,55.95,,25.42,,92.48,,"1,007.44",,0.08,,201.86,,14.65,,121.05,,
26.08.2015 08:00,37.28,,28.06,,82.29,,"1,008.08",,0.41,,322.21,,14.65,,121.05,,
26.08.2015 09:00,31.79,,29.36,,76.21,,"1,008.41",,0.56,,186.74,,14.65,,121.05,,
26.08.2015 10:00,32.29,,30.40,,70.44,,"1,008.51",,0.58,,81.94,,14.65,,121.05,,
26.08.2015 11:00,24.07,,31.60,,65.34,,"1,008.45",,0.69,,209.10,,14.65,,121.05,,
26.08.2015 12:00,19.55,,32.02,,61.94,,"1,007.89",,0.87,,186.96,,14.65,,121.05,,
26.08.2015 13:00,18.63,,32.59,,58.42,,"1,007.03",,0.88,,129.65,,14.65,,121.05,,
26.08.2015 14:00,19.43,,32.39,,58.25,,"1,006.68",,0.89,,240.71,,14.65,,121.05,,
26.08.2015 15:00,18.71,,32.12,,59.23,,"1,006.40",,0.82,,230.36,,14.65,,121.05,,
26.08.2015 16:00,19.62,,31.81,,59.56,,"1,006.17",,0.65,,246.95,,14.65,,121.05,,
26.08.2015 17:00,20.68,,30.64,,65.35,,"1,006.17",,0.64,,213.20,,14.65,,121.05,,
26.08.2015 18:00,23.37,,29.86,,69.17,,"1,006.64",,0.43,,217.87,,14.65,,121.05,,
26.08.2015 19:00,30.13,,29.30,,71.90,,"1,007.04",,0.34,,325.35,,14.65,,121.05,,
26.08.2015 20:00,28.63,,28.91,,76.11,,"1,007.64",,0.29,,252.69,,14.65,,121.05,,
26.08.2015 21:00,32.16,,28.81,,76.99,,"1,008.37",,0.25,,16.06,,14.65,,121.05,,
26.08.2015 22:00,32.46,,28.50,,78.79,,"1,008.94",,0.19,,51.54,,14.65,,121.05,,
26.08.2015 23:00,34.45,,28.05,,81.21,,"1,008.73",,0.50,,201.28,,14.65,,121.05,,
27.08.2015 00:00,24.11,,27.05,,81.81,,"1,008.53",,0.53,,347.19,,14.65,,121.05,,
27.08.2015 01:00,23.63,,26.52,,83.79,,"1,007.99",,0.35,,330.56,,14.65,,121.05,,
27.08.2015 02:00,26.81,,26.25,,84.99,,"1,007.42",,0.15,,152.29,,14.65,,121.05,,
27.08.2015 03:00,32.29,,25.88,,88.06,,"1,006.87",,0.10,,336.00,,14.65,,121.05,,
27.08.2015 04:00,37.29,,25.64,,88.75,,"1,006.62",,0.10,,40.60,,14.65,,121.05,,
27.08.2015 05:00,36.04,,25.20,,90.37,,"1,006.34",,0.09,,207.10,F,14.65,,121.05,,
27.08.2015 06:00,54.51,,24.99,,92.26,,"1,006.50",,0.03,,46.60,F,14.65,,121.05,,
27.08.2015 07:00,47.64,,25.92,,87.63,,"1,006.88",,0.23,,314.06,,14.65,,121.05,,
27.08.2015 08:00,45.93,,28.11,,77.82,,"1,007.47",,0.39,,167.20,,14.65,,121.05,,
27.08.2015 09:00,36.64,,30.46,,68.15,,"1,007.71",,0.48,,36.50,,14.65,,121.05,,
27.08.2015 10:00,29.28,,31.50,,63.12,,"1,007.68",,0.66,,359.12,,14.65,,121.05,,
27.08.2015 11:00,27.02,,32.33,,59.47,,"1,007.43",,0.69,,329.70,,14.65,,121.05,,
27.08.2015 12:00,29.06,,32.62,,62.44,,"1,006.92",,0.72,,332.82,,14.65,,121.05,,
27.08.2015 13:00,27.70,,32.76,,63.45,,"1,005.96",,0.85,,7.00,,14.65,,121.05,,
27.08.2015 14:00,23.57,,33.33,,60.96,,"1,004.83",,0.88,,171.22,,14.65,,121.05,,
27.08.2015 15:00,22.09,,31.10,,66.47,,"1,004.97",,0.88,,220.56,,14.65,,121.05,,
27.08.2015 16:00,33.37,,26.55,,90.22,,"1,004.97",,0.37,,36.80,,14.65,,121.05,,
27.08.2015 17:00,34.34,,26.35,,90.22,,"1,004.91",,0.32,,23.60,,14.65,,121.05,,
27.08.2015 18:00,45.47,,26.81,,88.57,,"1,005.40",,0.21,,42.52,,14.65,,121.05,,
27.08.2015 19:00,49.08,,26.94,,89.64,,"1,005.91",,0.36,,214.31,,14.65,,121.05,,
27.08.2015 20:00,58.40,,26.41,,94.79,,"1,006.48",,0.19,,47.99,,14.65,,121.05,,
27.08.2015 21:00,59.89,,26.20,,94.15,,"1,007.46",,0.34,,150.92,,14.65,,121.05,,
27.08.2015 22:00,30.11,,25.00,,93.00,,"1,008.12",,0.36,,201.88,,14.65,,121.05,,
27.08.2015 23:00,21.82,,25.21,,91.01,,"1,008.26",,0.40,,6.05,,14.65,,121.05,,
28.08.2015 00:00,28.85,,24.96,,93.18,,"1,007.63",,0.19,,263.52,,14.65,,121.05,,
28.08.2015 01:00,34.62,,24.87,,94.04,,"1,007.12",,0.14,,143.51,,14.65,,121.05,,
28.08.2015 02:00,34.19,,24.64,,94.86,,"1,006.27",,0.14,,137.02,,14.65,,121.05,,
28.08.2015 03:00,41.57,,24.50,,95.37,,"1,005.63",,0.18,,36.56,,14.65,,121.05,,
28.08.2015 04:00,48.68,,24.59,,95.34,,"1,005.57",,0.16,,192.89,,14.65,,121.05,,
28.08.2015 05:00,55.04,,24.49,,96.01,,"1,005.36",,0.10,,79.96,,14.65,,121.05,,
28.08.2015 06:00,57.89,,24.55,,95.72,,"1,005.61",,0.26,,55.00,,14.65,,121.05,,
28.08.2015 07:00,55.69,,25.20,,93.63,,"1,006.11",,0.21,,66.01,,14.65,,121.05,,
28.08.2015 08:00,49.31,,27.29,,86.36,,"1,006.72",,0.59,,139.68,,14.65,,121.05,,
28.08.2015 09:00,42.59,,28.63,,80.41,,"1,006.91",,0.36,,244.42,,14.65,,121.05,,
28.08.2015 10:00,40.42,,30.16,,72.78,,"1,006.45",,0.63,,253.70,,14.65,,121.05,,
28.08.2015 11:00,27.35,,31.82,,63.75,,"1,006.15",,0.66,,53.73,,14.65,,121.05,,
28.08.2015 12:00,37.45,,31.94,,65.29,,"1,005.65",,0.58,,237.93,,14.65,,121.05,,
28.08.2015 13:00,34.36,,31.15,,70.56,,"1,004.59",,0.58,,317.30,,14.65,,121.05,,
28.08.2015 14:00,31.96,,29.75,,75.03,,"1,003.80",,0.66,,102.03,,14.65,,121.05,,
28.08.2015 15:00,16.85,,28.61,,70.46,,"1,003.46",,0.56,,207.29,,14.65,,121.05,,
28.08.2015 16:00,29.82,,30.15,,71.28,,"1,003.19",,0.64,,176.60,,14.65,,121.05,,
28.08.2015 17:00,32.48,,30.55,,67.64,,"1,003.30",,0.87,,153.70,,14.65,,121.05,,
28.08.2015 18:00,30.32,,28.02,,80.37,,"1,004.20",,0.94,,143.62,,14.65,,121.05,,
28.08.2015 19:00,29.60,,24.82,,95.00,,"1,004.63",,0.35,,59.64,,14.65,,121.05,,
28.08.2015 20:00,62.96,,25.33,,96.06,,"1,005.56",,0.25,,44.62,,14.65,,121.05,,
28.08.2015 21:00,92.28,,25.80,,96.35,,"1,006.20",,0.18,,34.36,,14.65,,121.05,,
28.08.2015 22:00,92.44,,25.86,,96.04,,"1,006.95",,0.27,,34.69,,14.65,,121.05,,
28.08.2015 23:00,94.51,,25.82,,95.88,,"1,007.21",,0.27,,55.28,,14.65,,121.05,,
29.08.2015 00:00,88.22,,25.91,,95.56,,"1,007.01",,0.17,,208.81,,14.65,,121.05,,
29.08.2015 01:00,66.06,,25.86,,94.21,,"1,006.52",,0.22,,130.81,,14.65,,121.05,,
29.08.2015 02:00,22.82,,25.08,,91.33,,"1,005.94",,0.26,,124.98,,14.65,,121.05,,
29.08.2015 03:00,30.83,,24.92,,94.57,,"1,005.52",,0.13,,37.15,,14.65,,121.05,,
29.08.2015 04:00,39.24,,25.21,,94.52,,"1,005.32",,0.07,,57.47,,14.65,,121.05,,
29.08.2015 05:00,48.10,,24.86,,95.62,,"1,005.08",,0.31,,187.28,,14.65,,121.05,,
29.08.2015 06:00,64.49,,24.70,,96.30,,"1,004.86",,0.16,,36.98,,14.65,,121.05,,
29.08.2015 07:00,58.35,,25.14,,94.81,,"1,005.01",,0.17,,39.02,,14.65,,121.05,,
29.08.2015 08:00,52.58,,26.69,,88.49,,"1,005.34",,0.15,,162.29,,14.65,,121.05,,
29.08.2015 09:00,32.49,,28.60,,78.99,,"1,005.77",,0.46,,196.80,,14.65,,121.05,,
29.08.2015 10:00,37.86,,30.04,,74.32,,"1,005.89",,0.52,,239.92,,14.65,,121.05,,
29.08.2015 11:00,30.89,,30.24,,72.20,,"1,005.96",,0.50,,278.11,,14.65,,121.05,,
29.08.2015 12:00,21.69,,31.22,,66.05,,"1,005.46",,0.58,,179.02,,14.65,,121.05,,
29.08.2015 13:00,22.60,,31.70,,63.94,,"1,004.48",,0.61,,225.08,,14.65,,121.05,,
29.08.2015 14:00,21.03,,31.10,,65.97,,"1,003.99",,0.73,,200.23,,14.65,,121.05,,
29.08.2015 15:00,13.11,,26.13,,85.25,,"1,004.54",,0.98,,172.52,,14.65,,121.05,,
29.08.2015 16:00,24.18,,25.52,,92.18,,"1,004.56",,0.47,,222.80,,14.65,,121.05,,
29.08.2015 17:00,33.41,,25.65,,92.33,,"1,004.76",,0.50,,126.26,,14.65,,121.05,,
29.08.2015 18:00,47.08,,25.85,,91.29,,"1,005.22",,0.35,,153.25,,14.65,,121.05,,
29.08.2015 19:00,25.08,,25.65,,89.35,,"1,005.50",,0.20,,81.30,,14.65,,121.05,,
29.08.2015 20:00,50.19,,25.85,,90.61,,"1,006.11",,0.28,,195.27,,14.65,,121.05,,
29.08.2015 21:00,56.14,,25.95,,89.67,,"1,006.73",,0.30,,343.98,,14.65,,121.05,,
29.08.2015 22:00,48.47,,25.55,,92.03,,"1,007.01",,0.37,,336.42,,14.65,,121.05,,
29.08.2015 23:00,44.63,,25.40,,92.75,,"1,007.20",,0.32,,353.34,,14.65,,121.05,,
30.08.2015 00:00,39.89,,25.21,,94.26,,"1,006.83",,0.19,,162.67,,14.65,,121.05,,
30.08.2015 01:00,35.91,,25.00,,94.86,,"1,006.34",,0.22,,137.78,,14.65,,121.05,,
30.08.2015 02:00,35.42,,24.97,,94.04,,"1,005.52",,0.14,,25.75,,14.65,,121.05,,
30.08.2015 03:00,41.44,,24.90,,94.79,,"1,005.23",,0.10,,149.65,,14.65,,121.05,,
30.08.2015 04:00,32.87,,24.83,,94.62,,"1,005.31",,0.20,,181.81,,14.65,,121.05,,
30.08.2015 05:00,37.37,,24.86,,95.17,,"1,005.59",,0.09,,242.02,,14.65,,121.05,,
30.08.2015 06:00,41.11,,24.82,,96.08,,"1,005.48",,0.27,,78.01,,14.65,,121.05,,
30.08.2015 07:00,42.59,,25.17,,95.19,,"1,006.09",,0.08,,230.29,,14.65,,121.05,,
30.08.2015 08:00,35.98,,26.98,,85.72,,"1,006.49",,0.24,,128.51,,14.65,,121.05,,
30.08.2015 09:00,24.14,,28.97,,74.38,,"1,006.72",,0.35,,248.29,,14.65,,121.05,,
30.08.2015 10:00,25.58,,29.64,,71.11,,"1,006.73",,0.43,,236.01,,14.65,,121.05,,
30.08.2015 11:00,27.87,,30.35,,68.69,,"1,006.65",,0.48,,91.25,,14.65,,121.05,,
30.08.2015 12:00,19.14,,31.91,,60.39,,"1,006.14",,0.81,,336.75,,14.65,,121.05,,
30.08.2015 13:00,12.70,,32.73,,52.37,,"1,005.18",,0.77,,318.52,,14.65,,121.05,,
30.08.2015 14:00,11.36,,33.09,,50.79,,"1,004.38",,0.75,,265.57,,14.65,,121.05,,
30.08.2015 15:00,14.52,,33.11,,55.37,,"1,003.81",,0.87,,324.98,,14.65,,121.05,,
30.08.2015 16:00,21.11,,31.63,,62.73,,"1,003.87",,0.73,,229.18,,14.65,,121.05,,
30.08.2015 17:00,16.86,,30.95,,69.08,,"1,003.98",,0.80,,243.80,,14.65,,121.05,,
30.08.2015 18:00,19.52,,28.69,,81.41,,"1,004.19",,0.81,,131.35,,14.65,,121.05,,
30.08.2015 19:00,24.25,,25.22,,94.62,,"1,005.16",,0.75,,193.13,,14.65,,121.05,,
30.08.2015 20:00,18.09,,24.49,,95.09,,"1,006.50",,0.73,,336.19,,14.65,,121.05,,
30.08.2015 21:00,13.48,,24.13,,94.67,,"1,007.60",,0.48,,169.57,,14.65,,121.05,,
30.08.2015 22:00,12.01,,24.02,,94.29,,"1,008.18",,0.54,,335.76,,14.65,,121.05,,
30.08.2015 23:00,11.41,,23.87,,94.41,,"1,007.99",,0.35,,289.07,,14.65,,121.05,,
Datum/Zeit, PM2.5,,GRIMM-392 Temp.,,GRIMM-392 Humidity,,GRIMM-392 Pressure,,GRIMM-392 W.Speed,,GRIMM-392 W.Direct,,GRIMM-392 GpsNorth,,GRIMM-392 GpsEast,,
31.08.2015 00:00,15.57,,23.74,,94.52,,"1,007.39",,0.41,,182.61,,14.65,,121.05,,
31.08.2015 01:00,16.68,,23.65,,93.23,,"1,006.70",,0.22,,318.44,,14.65,,121.05,,
31.08.2015 02:00,21.42,,23.48,,94.54,,"1,006.15",,0.18,,50.21,,14.65,,121.05,,
31.08.2015 03:00,19.62,,23.30,,94.83,,"1,005.39",,0.24,,17.95,,14.65,,121.05,,
31.08.2015 04:00,24.80,,23.28,,95.44,,"1,005.27",,0.04,,,,14.65,,121.05,,
31.08.2015 05:00,33.59,,23.29,,95.93,,"1,005.76",,0.18,,50.67,,14.65,,121.05,,
31.08.2015 06:00,44.02,,23.38,,96.07,,"1,005.98",,0.16,,43.29,,14.65,,121.05,,
31.08.2015 07:00,43.84,,23.94,,94.87,,"1,006.41",,0.24,,59.83,,14.65,,121.05,,
31.08.2015 08:00,30.83,,24.96,,89.93,,"1,007.10",,0.24,,27.28,,14.65,,121.05,,
31.08.2015 09:00,33.12,,27.27,,80.75,,"1,007.37",,0.45,,35.51,,14.65,,121.05,,
31.08.2015 10:00,20.82,,29.28,,70.72,,"1,007.35",,0.47,,23.17,,14.65,,121.05,,
31.08.2015 11:00,18.62,,30.95,,63.88,,"1,007.06",,0.52,,344.15,,14.65,,121.05,,
31.08.2015 12:00,13.61,,31.33,,63.93,,"1,006.66",,0.68,,296.54,,14.65,,121.05,,
31.08.2015 13:00,12.19,,31.60,,63.17,,"1,005.82",,0.70,,330.98,,14.65,,121.05,,
31.08.2015 14:00,11.93,,31.49,,64.69,,"1,005.05",,0.73,,277.72,,14.65,,121.05,,
31.08.2015 15:00,14.27,,32.27,,63.79,,"1,004.64",,0.71,,215.21,,14.65,,121.05,,
31.08.2015 16:00,17.29,,31.84,,66.36,,"1,004.31",,0.79,,246.40,,14.65,,121.05,,
31.08.2015 17:00,15.67,,30.59,,73.32,,"1,004.19",,0.54,,267.90,,14.65,,121.05,,
31.08.2015 18:00,21.21,,28.81,,74.20,,"1,004.92",,0.75,,178.17,,14.65,,121.05,,
31.08.2015 19:00,31.69,,27.71,,73.44,,"1,005.49",,0.32,,199.43,,14.65,,121.05,,
31.08.2015 20:00,36.10,,27.37,,75.54,,"1,006.01",,0.31,,50.80,,14.65,,121.05,,
31.08.2015 21:00,36.03,,27.37,,76.07,,"1,006.45",,0.08,,220.86,,14.65,,121.05,,
31.08.2015 22:00,34.52,,27.26,,78.28,,"1,006.99",,0.14,,258.62,,14.65,,121.05,,
31.08.2015 23:00,36.42,,26.58,,81.65,,"1,006.95",,0.10,,61.49,,14.65,,121.05,,
01.09.2015 00:00,38.82,,26.36,,83.56,,"1,006.83",,0.10,,148.71,,14.65,,121.05,,
01.09.2015 01:00,38.77,,26.71,,83.76,,"1,006.62",,0.08,,63.35,,14.65,,121.05,,
01.09.2015 02:00,38.16,,26.61,,85.28,,"1,006.21",,0.22,,36.38,,14.65,,121.05,,
01.09.2015 03:00,44.86,,26.26,,87.76,,"1,005.81",,0.12,,48.69,,14.65,,121.05,,
01.09.2015 04:00,41.05,,25.74,,89.61,,"1,005.39",,0.11,,34.53,,14.65,,121.05,,
01.09.2015 05:00,48.87,,25.53,,91.00,,"1,005.31",,0.13,,39.48,,14.65,,121.05,,
01.09.2015 06:00,43.71,,25.45,,91.13,,"1,005.32",,0.04,,53.98,F,14.65,,121.05,,
01.09.2015 07:00,41.45,,26.17,,87.18,,"1,005.53",,0.15,,271.72,,14.65,,121.05,,
01.09.2015 08:00,34.47,,28.22,,77.65,,"1,005.88",,0.36,,171.38,,14.65,,121.05,,
01.09.2015 09:00,34.42,,29.62,,71.97,,"1,006.29",,0.53,,313.64,,14.65,,121.05,,
01.09.2015 10:00,24.38,,30.56,,66.57,,"1,006.31",,0.57,,187.35,,14.65,,121.05,,
01.09.2015 11:00,28.44,,31.51,,62.48,,"1,006.27",,0.58,,177.16,,14.65,,121.05,,
01.09.2015 12:00,22.02,,30.66,,64.37,,"1,005.87",,0.50,,158.17,,14.65,,121.05,,
01.09.2015 13:00,17.30,,31.20,,62.52,,"1,005.12",,0.65,,181.06,,14.65,,121.05,,
01.09.2015 14:00,19.12,,31.72,,61.62,,"1,004.45",,0.70,,185.49,,14.65,,121.05,,
01.09.2015 15:00,23.24,,30.81,,66.14,,"1,004.24",,0.58,,279.66,,14.65,,121.05,,
01.09.2015 16:00,30.14,,28.10,,81.78,,"1,004.59",,0.62,,167.53,,14.65,,121.05,,
01.09.2015 17:00,31.16,,27.49,,86.27,,"1,004.46",,0.45,,193.81,,14.65,,121.05,,
01.09.2015 18:00,27.94,,27.75,,83.00,,"1,004.64",,0.46,,327.70,,14.65,,121.05,,
01.09.2015 19:00,31.73,,27.44,,83.59,,"1,005.25",,0.23,,146.79,,14.65,,121.05,,
01.09.2015 20:00,45.00,,27.81,,83.10,,"1,006.12",,0.39,,72.35,,14.65,,121.05,,
01.09.2015 21:00,50.29,,27.47,,85.22,,"1,006.15",,0.24,,35.93,,14.65,,121.05,,
01.09.2015 22:00,58.63,,27.03,,88.21,,"1,006.90",,0.29,,182.51,,14.65,,121.05,,
01.09.2015 23:00,38.26,,26.89,,88.42,,"1,007.50",,0.33,,188.64,,14.65,,121.05,,
02.09.2015 00:00,31.60,,26.79,,89.88,,"1,007.09",,0.23,,335.81,,14.65,,121.05,,
02.09.2015 01:00,36.31,,26.53,,91.56,,"1,006.75",,0.22,,188.29,,14.65,,121.05,,
02.09.2015 02:00,33.01,,26.46,,91.61,,"1,006.18",,0.17,,57.33,,14.65,,121.05,,
02.09.2015 03:00,30.40,,26.03,,91.32,,"1,006.28",,0.19,,52.75,,14.65,,121.05,,
02.09.2015 04:00,35.72,,25.96,,91.10,,"1,006.02",,0.26,,14.35,,14.65,,121.05,,
