,230-280,280-330,330-380,380-430,430-480,480-530,530-580,580-630,630-680,680-730
10,0.0686363,0.337740036,0.18959994,0.280499569,0.396599884,0.416399888,0.4538,0.4392,0.365,0.310799916
11,0.0687364,0.338241,0.325200121,0.526799053,0.767800347,0.789,0.805999891,0.7695,0.6902,0.624799916
12,0.0687364,0.338241,0.325200121,0.526799053,0.767800347,0.789,0.805999891,0.7695,0.6902,0.624799916
13,0.0687364,0.338241,0.325200121,0.526799053,0.767800347,0.789,0.805999891,0.7695,0.6902,0.624799916
14,0.0687364,0.338241,0.325200121,0.526799053,0.767800347,0.789,0.805999891,0.7695,0.6902,0.624799916
15,0.0687364,0.338241,0.325200121,0.526799053,0.767800347,0.789,0.805999891,0.7695,0.6902,0.624799916
16,0.0687364,0.338241,0.325200121,0.526799053,0.767800347,0.789,0.805999891,0.7695,0.6902,0.624799916
